record_id,agent_id,agent_name,customer_id,policy_id,license_status,license_expiry_date,premium_collected,premium_deposited_with_insurer,customer_aware_of_agent_status,complaint_count,agent_office_city,fraud_flag,fraud_type
GB000385,AGT00121,Thomas Loyal,CUST002547,POL000134,Valid,27-09-2021,139279,TRUE,TRUE,0,Delhi,FALSE,None
GB000386,AGT00249,Lakshit Bhavsar,CUST000159,,Valid,06-10-2020,49637,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000387,AGT00144,Manbir Roy,CUST002294,POL000603,Fake/Cloned,07-06-2025,75405,TRUE,FALSE,4,Chennai,TRUE,Expired License Sales
GB000388,AGT00136,Yahvi Ganesh,CUST000755,,Never Issued,31-03-2026,44872,TRUE,FALSE,2,Hyderabad,FALSE,None
GB000389,AGT00040,Pushti Iyengar,CUST003184,POL000580,Valid,04-07-2020,13185,TRUE,TRUE,1,Chennai,FALSE,None
GB000390,AGT00009,Kritika Lad,CUST001837,,Valid,15-03-2022,107706,TRUE,TRUE,1,Indore,FALSE,None
GB000391,AGT00320,Ekani Lalla,CUST002903,POL000567,Valid,15-03-2020,2396,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000392,AGT00186,Joshua Memon,CUST002802,POL000083,Valid,10-12-2021,4460,TRUE,TRUE,0,Nagpur,FALSE,None
GB000393,AGT00208,Yasti Iyer,CUST000470,POL000278,Fake/Cloned,30-03-2026,103657,TRUE,FALSE,1,Chandigarh,TRUE,Expired License Sales
GB000394,AGT00142,Gauri Vasa,CUST001523,POL000548,Valid,06-04-2023,8676,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000395,AGT00052,Dominic Rajan,CUST001726,POL000524,Valid,18-06-2021,38312,TRUE,TRUE,0,Bengaluru,FALSE,None
GB000396,AGT00171,Pahal Rastogi,CUST000204,,Valid,01-12-2023,135220,TRUE,TRUE,1,Mumbai,FALSE,None
GB000397,AGT00088,Xavier Jha,CUST000629,POL000708,Fake/Cloned,14-07-2025,144344,FALSE,TRUE,1,Bengaluru,TRUE,Premium Pocketing - No Remittance
GB000398,AGT00321,Sachi Shere,CUST000492,POL000734,Valid,07-06-2023,3655,TRUE,TRUE,0,Ahmedabad,FALSE,None
GB000399,AGT00373,Pahal Pandya,CUST002843,,Valid,14-06-2022,56863,TRUE,TRUE,1,Jaipur,FALSE,None
GB000400,AGT00339,Kamya Sagar,CUST002689,POL000868,Valid,29-08-2022,62045,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000401,AGT00197,Vedhika Iyer,CUST000512,,Never Issued,08-10-2021,46517,FALSE,TRUE,1,Pune,TRUE,Premium Pocketing - No Remittance
GB000402,AGT00234,David Krishna,CUST001988,,Fake/Cloned,29-05-2026,75227,TRUE,TRUE,0,Lucknow,TRUE,Expired License Sales
GB000403,AGT00365,Nilima Sama,CUST000116,,Valid,31-07-2025,75789,TRUE,TRUE,0,Ahmedabad,FALSE,None
GB000404,AGT00201,Urvi Bakshi,CUST001006,POL000287,Valid,07-02-2020,55322,TRUE,TRUE,1,Indore,FALSE,None
GB000405,AGT00239,Rohan Krishnan,CUST003005,POL000181,Valid,09-06-2023,102800,TRUE,TRUE,0,Ahmedabad,FALSE,None
GB000406,AGT00234,David Krishna,CUST001715,POL000867,Never Issued,24-01-2026,121782,TRUE,FALSE,3,Lucknow,TRUE,Unlicensed Selling
GB000407,AGT00264,Forum Bhatia,CUST000835,POL000021,Valid,12-04-2020,136294,TRUE,TRUE,0,Nagpur,FALSE,None
GB000408,AGT00240,Raksha Mangal,CUST003028,POL000977,Valid,24-05-2020,52141,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000409,AGT00251,Farhan Datta,CUST000392,,Fake/Cloned,24-01-2022,11716,FALSE,FALSE,6,Pune,TRUE,Premium Pocketing - No Remittance
GB000410,AGT00273,Ladli Badami,CUST001812,POL000651,Valid,31-12-2020,61644,TRUE,TRUE,0,Hyderabad,FALSE,None
GB000411,AGT00309,Tarak Bala,CUST002886,POL000310,Never Issued,09-01-2026,126650,TRUE,FALSE,1,Jaipur,FALSE,None
GB000412,AGT00151,Mahika Sahni,CUST002377,POL000989,Expired,05-10-2026,89499,TRUE,FALSE,3,Ahmedabad,TRUE,Fake/Cloned Agent Identity
GB000413,AGT00284,Reva Gole,CUST000382,POL000665,Valid,24-06-2026,133454,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000414,AGT00036,Harshil Muni,CUST001169,POL000415,Valid,04-01-2025,136239,TRUE,TRUE,0,Mumbai,FALSE,None
GB000415,AGT00336,Faras Tripathi,CUST002736,,Valid,23-09-2024,118323,TRUE,TRUE,0,Delhi,FALSE,None
GB000416,AGT00111,Lavanya Sami,CUST001594,POL000611,Expired,07-12-2026,104849,TRUE,FALSE,3,Delhi,TRUE,Expired License Sales
GB000417,AGT00151,Mahika Sahni,CUST002978,,Suspended,23-03-2020,82117,TRUE,TRUE,0,Ahmedabad,TRUE,Expired License Sales
GB000418,AGT00309,Tarak Bala,CUST002774,,Suspended,04-08-2023,92730,FALSE,FALSE,6,Jaipur,TRUE,Premium Pocketing - No Remittance
GB000419,AGT00238,Krishna Deol,CUST002417,,Valid,09-03-2025,61972,TRUE,TRUE,0,Mumbai,FALSE,None
GB000420,AGT00118,Dominic Wali,CUST000246,POL000154,Suspended,21-02-2024,75963,FALSE,TRUE,7,Kochi,TRUE,Premium Pocketing - No Remittance
GB000421,AGT00088,Xavier Jha,CUST002259,POL000701,Expired,14-07-2024,55534,TRUE,FALSE,4,Bengaluru,TRUE,Fake/Cloned Agent Identity
GB000422,AGT00367,Sudiksha Aurora,CUST001897,POL000462,Expired,27-10-2025,117093,TRUE,FALSE,7,Kolkata,TRUE,Fake/Cloned Agent Identity
GB000423,AGT00029,Lakshit Kannan,CUST001239,,Valid,03-06-2024,25121,TRUE,TRUE,0,Indore,FALSE,None
GB000424,AGT00001,Manya Lad,CUST001535,,Fake/Cloned,30-05-2020,72736,TRUE,TRUE,8,Hyderabad,FALSE,None
GB000425,AGT00251,Farhan Datta,CUST002617,,Never Issued,30-12-2021,62581,TRUE,FALSE,0,Pune,TRUE,Fake/Cloned Agent Identity
GB000426,AGT00229,Ayushman Dutt,CUST000132,POL000620,Valid,24-08-2025,27123,TRUE,TRUE,1,Lucknow,FALSE,None
GB000427,AGT00280,George Anne,CUST001285,POL000972,Valid,10-04-2020,52036,TRUE,TRUE,1,Pune,FALSE,None
GB000428,AGT00276,Lakshit D’Alia,CUST001179,POL000857,Valid,18-02-2022,131062,TRUE,TRUE,1,Jaipur,FALSE,None
GB000429,AGT00331,Qarin Toor,CUST001278,POL000350,Expired,24-11-2022,79855,TRUE,FALSE,7,Delhi,FALSE,None
GB000430,AGT00353,Edhitha Luthra,CUST000850,POL000774,Fake/Cloned,26-07-2026,147662,TRUE,FALSE,0,Jaipur,FALSE,None
GB000431,AGT00299,Ishaan Bail,CUST003084,POL000375,Suspended,19-05-2026,23701,TRUE,FALSE,4,Delhi,TRUE,Fake/Cloned Agent Identity
GB000432,AGT00088,Xavier Jha,CUST002949,,Expired,28-09-2021,42178,TRUE,FALSE,3,Bengaluru,TRUE,Expired License Sales
GB000433,AGT00176,Charvi Mody,CUST000741,,Suspended,25-10-2024,106734,TRUE,FALSE,0,Kolkata,FALSE,None
GB000434,AGT00241,Saksham Edwin,CUST002375,,Valid,23-08-2024,38118,TRUE,TRUE,0,Indore,FALSE,None
GB000435,AGT00201,Urvi Bakshi,CUST000037,,Valid,08-06-2021,26387,TRUE,TRUE,0,Indore,FALSE,None
GB000436,AGT00061,Warjas Bail,CUST000986,,Valid,13-06-2020,58613,TRUE,TRUE,0,Chennai,FALSE,None
GB000437,AGT00222,Max Pandey,CUST000203,POL000002,Fake/Cloned,03-03-2021,47666,TRUE,TRUE,5,Mumbai,FALSE,None
GB000438,AGT00338,Warjas Jani,CUST002363,POL000219,Never Issued,05-07-2023,30554,FALSE,FALSE,3,Chandigarh,TRUE,Premium Pocketing - No Remittance
GB000439,AGT00155,Bhavya Choudhary,CUST002428,,Valid,22-07-2022,120387,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000440,AGT00251,Farhan Datta,CUST000456,POL000884,Fake/Cloned,26-10-2026,43146,TRUE,FALSE,6,Pune,TRUE,Unlicensed Selling
GB000441,AGT00230,Gopal Cherian,CUST003042,POL000121,Valid,17-10-2025,101037,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000442,AGT00144,Manbir Roy,CUST002923,POL000510,Never Issued,10-05-2026,145060,FALSE,FALSE,6,Chennai,TRUE,Premium Pocketing - No Remittance
GB000443,AGT00209,Varsha Mann,CUST000891,POL000288,Valid,13-07-2021,17456,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000444,AGT00083,Odika Sekhon,CUST000286,POL000636,Valid,28-04-2022,120681,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000445,AGT00202,Mahika Bhakta,CUST002379,POL000236,Suspended,07-09-2023,123573,FALSE,FALSE,2,Hyderabad,TRUE,Premium Pocketing - No Remittance
GB000446,AGT00306,Qarin Sankar,CUST003187,POL000188,Valid,22-05-2025,62405,TRUE,TRUE,0,Delhi,FALSE,None
GB000447,AGT00291,Jeevika Master,CUST001507,POL000129,Valid,17-10-2023,143106,TRUE,TRUE,1,Mumbai,FALSE,None
GB000448,AGT00137,Girindra Chaudhry,CUST002844,,Valid,08-05-2025,1877,TRUE,TRUE,0,Kolkata,FALSE,None
GB000449,AGT00042,Oliver Bandi,CUST001536,,Valid,12-08-2021,63718,TRUE,TRUE,1,Indore,TRUE,Fake/Cloned Agent Identity
GB000450,AGT00307,Dalaja Balay,CUST000369,,Valid,13-05-2021,59100,TRUE,TRUE,1,Chandigarh,FALSE,None
GB000451,AGT00105,Indira Lanka,CUST002272,,Fake/Cloned,01-03-2026,10642,TRUE,FALSE,8,Coimbatore,TRUE,Fake/Cloned Agent Identity
GB000452,AGT00014,Pranit Chander,CUST000963,POL000492,Valid,09-03-2024,101844,TRUE,TRUE,0,Kochi,FALSE,None
GB000453,AGT00169,Theodore Balay,CUST001958,,Valid,26-06-2024,51483,TRUE,TRUE,1,Pune,FALSE,None
GB000454,AGT00281,Nitara Yadav,CUST002378,POL000159,Valid,06-02-2023,66293,TRUE,TRUE,1,Delhi,FALSE,None
GB000455,AGT00309,Tarak Bala,CUST000814,,Expired,03-02-2025,76450,TRUE,TRUE,3,Jaipur,TRUE,Expired License Sales
GB000456,AGT00371,Ojas Bora,CUST002931,POL000779,Suspended,22-01-2021,97629,TRUE,FALSE,2,Coimbatore,FALSE,None
GB000457,AGT00074,Henry Naidu,CUST001737,,Valid,19-02-2021,114140,TRUE,TRUE,1,Pune,FALSE,None
GB000458,AGT00112,Chaitaly Gulati,CUST001166,POL000195,Valid,19-06-2022,50508,TRUE,TRUE,0,Indore,FALSE,None
GB000459,AGT00228,Netra Bir,CUST000520,POL000811,Suspended,10-05-2024,108815,TRUE,FALSE,7,Kolkata,TRUE,Fake/Cloned Agent Identity
GB000460,AGT00310,Radha Sane,CUST001124,,Valid,07-11-2020,132651,TRUE,TRUE,0,Delhi,FALSE,None
GB000461,AGT00089,Falan Talwar,CUST001099,,Valid,18-04-2026,13587,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000462,AGT00152,Dayamai Halder,CUST002234,POL000307,Never Issued,28-07-2025,67181,TRUE,FALSE,5,Ahmedabad,FALSE,None
GB000463,AGT00152,Dayamai Halder,CUST002772,,Suspended,26-05-2024,148000,TRUE,TRUE,5,Ahmedabad,TRUE,Expired License Sales
GB000464,AGT00298,Wahab Sarraf,CUST001745,POL000718,Valid,11-09-2024,93345,TRUE,TRUE,1,Indore,FALSE,None
GB000465,AGT00093,Sathvik Wable,CUST002751,,Valid,21-07-2020,44591,TRUE,TRUE,1,Jaipur,FALSE,None
GB000466,AGT00370,Bahadurjit Sankar,CUST001702,POL000274,Fake/Cloned,19-04-2020,32901,FALSE,FALSE,8,Bengaluru,TRUE,Premium Pocketing - No Remittance
GB000467,AGT00192,Garima Bhat,CUST001392,,Valid,22-03-2020,94411,TRUE,TRUE,0,Chennai,FALSE,None
GB000468,AGT00109,Chatresh Sastry,CUST002418,POL000206,Fake/Cloned,07-06-2024,140571,FALSE,FALSE,8,Chandigarh,TRUE,Premium Pocketing - No Remittance
GB000469,AGT00110,Kala Chaudhari,CUST002111,,Valid,07-02-2022,132305,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000470,AGT00005,Farhan Raja,CUST000487,POL000349,Never Issued,18-02-2026,149490,FALSE,FALSE,6,Nagpur,TRUE,Premium Pocketing - No Remittance
GB000471,AGT00257,Falan Warrior,CUST000507,POL000725,Suspended,18-05-2020,60566,TRUE,FALSE,4,Kolkata,FALSE,None
GB000472,AGT00299,Ishaan Bail,CUST000217,POL000723,Expired,08-08-2020,16246,TRUE,FALSE,2,Delhi,TRUE,Expired License Sales
GB000473,AGT00008,Chameli Hari,CUST001440,POL000810,Suspended,10-05-2022,104425,TRUE,FALSE,1,Bengaluru,TRUE,Expired License Sales
GB000474,AGT00220,Ikshita Vohra,CUST002225,POL000205,Valid,15-07-2026,114400,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000475,AGT00300,Bahadurjit Madan,CUST001648,,Valid,30-11-2026,35503,TRUE,TRUE,1,Pune,FALSE,None
GB000476,AGT00144,Manbir Roy,CUST002647,POL000235,Fake/Cloned,16-08-2022,136349,TRUE,TRUE,7,Chennai,FALSE,None
GB000477,AGT00162,Chatresh Suresh,CUST001814,POL000029,Valid,16-12-2023,67477,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000478,AGT00138,Gautami Sethi,CUST000010,POL000534,Fake/Cloned,28-05-2024,132421,TRUE,FALSE,8,Jaipur,TRUE,Expired License Sales
GB000479,AGT00121,Thomas Loyal,CUST002547,POL000134,Valid,23-02-2026,93798,TRUE,TRUE,1,Delhi,FALSE,None
GB000480,AGT00187,Maya Dass,CUST001791,POL000790,Suspended,09-09-2023,74000,TRUE,TRUE,7,Mumbai,TRUE,Fake/Cloned Agent Identity
GB000481,AGT00065,Geetika Babu,CUST002032,,Valid,07-07-2023,145580,TRUE,TRUE,1,Chandigarh,FALSE,None
GB000482,AGT00166,Yadavi Dubey,CUST001679,,Valid,17-07-2020,98565,TRUE,TRUE,0,Mumbai,FALSE,None
GB000483,AGT00361,Omya Karpe,CUST002446,POL000064,Valid,03-03-2025,111123,TRUE,TRUE,1,Indore,FALSE,None
GB000484,AGT00007,Rachit Khatri,CUST002796,POL000157,Never Issued,06-03-2023,68081,TRUE,FALSE,1,Hyderabad,TRUE,Unlicensed Selling
GB000485,AGT00064,Balhaar Walla,CUST002147,,Valid,01-10-2023,117434,TRUE,TRUE,1,Chennai,FALSE,None
GB000486,AGT00299,Ishaan Bail,CUST002825,,Never Issued,27-07-2025,29957,TRUE,TRUE,2,Delhi,TRUE,Fake/Cloned Agent Identity
GB000487,AGT00050,Advay Narasimhan,CUST000075,,Valid,31-01-2026,139968,TRUE,TRUE,1,Lucknow,FALSE,None
GB000488,AGT00106,Frado Pandya,CUST002131,POL000434,Valid,03-05-2021,106634,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000489,AGT00174,Liam Iyengar,CUST001814,,Valid,21-06-2026,136360,TRUE,TRUE,0,Jaipur,FALSE,None
GB000490,AGT00362,Yash Reddy,CUST002232,,Valid,24-08-2026,22150,TRUE,TRUE,0,Kolkata,FALSE,None
GB000491,AGT00072,Harshil Balakrishnan,CUST003129,,Fake/Cloned,20-02-2025,88877,TRUE,FALSE,0,Hyderabad,TRUE,Unlicensed Selling
GB000492,AGT00353,Edhitha Luthra,CUST002952,POL000727,Never Issued,06-05-2025,111540,TRUE,FALSE,5,Jaipur,TRUE,Fake/Cloned Agent Identity
GB000493,AGT00269,Balendra Taneja,CUST001273,,Valid,17-03-2021,106139,TRUE,TRUE,1,Nagpur,FALSE,None
GB000494,AGT00251,Farhan Datta,CUST001922,POL000998,Fake/Cloned,14-05-2022,22091,FALSE,TRUE,7,Pune,TRUE,Premium Pocketing - No Remittance
GB000495,AGT00272,Christopher Bal,CUST000849,POL000578,Valid,13-01-2025,132972,TRUE,TRUE,0,Nagpur,FALSE,None
GB000496,AGT00008,Chameli Hari,CUST001814,POL000422,Suspended,20-12-2025,47702,TRUE,FALSE,1,Bengaluru,TRUE,Expired License Sales
GB000497,AGT00035,Rudra Mand,CUST001980,,Valid,17-10-2021,20725,TRUE,TRUE,1,Jaipur,FALSE,None
GB000498,AGT00128,Gaurangi Shah,CUST002517,,Valid,05-03-2025,29722,TRUE,TRUE,1,Delhi,FALSE,None
GB000499,AGT00025,Jairaj Hans,CUST002188,,Valid,11-10-2023,19059,TRUE,TRUE,1,Kochi,FALSE,None
GB000500,AGT00374,Neelima Khurana,CUST001927,,Valid,23-08-2020,19161,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000501,AGT00217,Isha Dewan,CUST001986,,Valid,15-09-2022,91345,TRUE,TRUE,0,Nagpur,FALSE,None
GB000502,AGT00185,Chasmum Kibe,CUST002407,,Valid,14-10-2023,11687,TRUE,TRUE,0,Chennai,FALSE,None
GB000503,AGT00302,Darpan Mallick,CUST000870,POL000430,Fake/Cloned,25-03-2022,83503,TRUE,FALSE,7,Lucknow,FALSE,None
GB000504,AGT00371,Ojas Bora,CUST001239,POL000357,Never Issued,18-07-2023,100770,TRUE,FALSE,7,Coimbatore,TRUE,Fake/Cloned Agent Identity
GB000505,AGT00367,Sudiksha Aurora,CUST001577,,Expired,16-08-2024,9694,TRUE,FALSE,1,Kolkata,TRUE,Expired License Sales
GB000506,AGT00303,Warhi Bahl,CUST002176,POL000540,Valid,13-03-2024,128260,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000507,AGT00144,Manbir Roy,CUST001470,,Fake/Cloned,22-10-2026,100459,TRUE,FALSE,5,Chennai,TRUE,Fake/Cloned Agent Identity
GB000508,AGT00021,Chanchal Anne,CUST000980,,Valid,23-07-2024,51087,TRUE,TRUE,1,Chennai,FALSE,None
GB000509,AGT00035,Rudra Mand,CUST000483,POL000478,Valid,28-12-2024,108941,TRUE,TRUE,1,Jaipur,FALSE,None
GB000510,AGT00001,Manya Lad,CUST001256,,Suspended,03-02-2024,57561,TRUE,FALSE,6,Hyderabad,FALSE,None
GB000511,AGT00001,Manya Lad,CUST002307,POL000991,Expired,28-09-2024,6364,FALSE,TRUE,7,Hyderabad,TRUE,Premium Pocketing - No Remittance
GB000512,AGT00359,Yashasvi Bose,CUST001642,,Valid,27-08-2023,78008,TRUE,TRUE,1,Hyderabad,FALSE,None
GB000513,AGT00354,Chaaya Kohli,CUST002570,POL000191,Valid,25-05-2023,136046,TRUE,TRUE,1,Kolkata,FALSE,None
GB000514,AGT00251,Farhan Datta,CUST000300,,Never Issued,02-09-2021,25053,TRUE,FALSE,7,Pune,FALSE,None
GB000515,AGT00274,Charles Ram,CUST000426,,Valid,28-08-2023,133282,TRUE,TRUE,1,Indore,FALSE,None
GB000516,AGT00193,Yasti Bera,CUST002161,POL000821,Valid,17-08-2020,106128,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000517,AGT00091,Upadhriti Rajan,CUST003043,,Valid,05-12-2020,39966,TRUE,TRUE,1,Pune,FALSE,None
GB000518,AGT00350,Faras Kapur,CUST001473,POL000515,Valid,20-01-2026,27070,TRUE,TRUE,0,Delhi,FALSE,None
GB000519,AGT00109,Chatresh Sastry,CUST002836,POL000039,Expired,03-12-2025,110573,TRUE,FALSE,3,Chandigarh,TRUE,Expired License Sales
GB000520,AGT00281,Nitara Yadav,CUST001505,POL000410,Valid,11-03-2020,107327,TRUE,TRUE,0,Delhi,FALSE,None
GB000521,AGT00095,Yamini Cherian,CUST002209,,Valid,15-10-2024,143318,TRUE,TRUE,0,Indore,FALSE,None
GB000522,AGT00332,Edhitha Barman,CUST000401,,Valid,29-04-2022,40829,TRUE,TRUE,1,Chennai,FALSE,None
GB000523,AGT00246,Qasim Wable,CUST001402,,Valid,12-12-2022,62125,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000524,AGT00241,Saksham Edwin,CUST002805,POL000626,Valid,08-06-2024,106111,TRUE,TRUE,0,Indore,FALSE,None
GB000525,AGT00034,Reyansh Krishna,CUST000372,POL000360,Valid,07-12-2020,106277,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000526,AGT00155,Bhavya Choudhary,CUST001983,,Valid,23-07-2022,1169,TRUE,TRUE,0,Bengaluru,FALSE,None
GB000527,AGT00196,Charvi Mukhopadhyay,CUST001942,,Valid,10-08-2021,94943,TRUE,TRUE,0,Kolkata,FALSE,None
GB000528,AGT00112,Chaitaly Gulati,CUST001166,POL000195,Valid,07-07-2026,93408,TRUE,TRUE,1,Indore,FALSE,None
GB000529,AGT00338,Warjas Jani,CUST002363,POL000219,Never Issued,02-07-2025,145021,TRUE,FALSE,2,Chandigarh,FALSE,None
GB000530,AGT00321,Sachi Shere,CUST001281,,Valid,07-01-2023,48313,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000531,AGT00187,Maya Dass,CUST001791,POL000790,Fake/Cloned,16-04-2020,79735,FALSE,FALSE,7,Mumbai,TRUE,Premium Pocketing - No Remittance
GB000532,AGT00131,Aishani Bose,CUST000741,,Valid,26-05-2025,61131,TRUE,TRUE,0,Hyderabad,FALSE,None
GB000533,AGT00308,Atharv Nayar,CUST003108,POL000739,Valid,30-10-2025,127195,TRUE,TRUE,0,Chennai,FALSE,None
GB000534,AGT00077,Charles Lad,CUST003194,POL000285,Suspended,05-09-2026,108127,TRUE,FALSE,5,Pune,TRUE,Unlicensed Selling
GB000535,AGT00024,Nathan Vig,CUST000862,,Valid,17-08-2020,48740,TRUE,TRUE,1,Indore,FALSE,None
GB000536,AGT00010,Anvi Butala,CUST000317,POL000849,Never Issued,29-08-2025,113339,TRUE,FALSE,5,Indore,FALSE,None
GB000537,AGT00009,Kritika Lad,CUST001009,POL000565,Valid,08-09-2023,69570,TRUE,TRUE,0,Indore,FALSE,None
GB000538,AGT00186,Joshua Memon,CUST002802,POL000083,Valid,13-10-2021,145400,TRUE,TRUE,1,Nagpur,FALSE,None
GB000539,AGT00101,Triya Chhabra,CUST000494,,Valid,26-08-2023,45047,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000540,AGT00257,Falan Warrior,CUST002537,,Suspended,16-04-2021,120168,TRUE,TRUE,4,Kolkata,TRUE,Expired License Sales
GB000541,AGT00247,Ranveer Johal,CUST002972,POL000291,Valid,14-03-2020,73666,TRUE,TRUE,0,Indore,TRUE,Fake/Cloned Agent Identity
GB000542,AGT00202,Mahika Bhakta,CUST001206,,Expired,15-10-2021,103173,TRUE,TRUE,2,Hyderabad,TRUE,Expired License Sales
GB000543,AGT00136,Yahvi Ganesh,CUST000499,POL000111,Never Issued,30-12-2023,56251,TRUE,FALSE,1,Hyderabad,FALSE,None
GB000544,AGT00328,Warda Datta,CUST001535,POL000186,Fake/Cloned,06-04-2021,1791,TRUE,FALSE,7,Lucknow,TRUE,Unlicensed Selling
GB000545,AGT00265,Wakeeta Bora,CUST002452,POL000437,Valid,19-03-2023,13333,TRUE,TRUE,1,Pune,FALSE,None
GB000546,AGT00106,Frado Pandya,CUST002574,,Valid,25-07-2024,69892,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000547,AGT00190,Anamika Chhabra,CUST001244,POL000227,Valid,22-03-2025,136997,TRUE,TRUE,1,Kolkata,FALSE,None
GB000548,AGT00060,Onveer Narain,CUST002206,POL000721,Valid,20-06-2026,142836,TRUE,TRUE,0,Mumbai,FALSE,None
GB000549,AGT00125,Yahvi Sood,CUST000426,POL000523,Fake/Cloned,29-01-2025,55226,TRUE,FALSE,7,Chandigarh,FALSE,None
GB000550,AGT00379,Vansha Desai,CUST001733,POL000076,Valid,01-10-2021,78632,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000551,AGT00087,Chaman Butala,CUST003172,,Fake/Cloned,30-09-2020,40468,TRUE,FALSE,3,Ahmedabad,TRUE,Unlicensed Selling
GB000552,AGT00259,Mohini Bhandari,CUST000399,POL000953,Valid,26-04-2021,3094,TRUE,TRUE,0,Lucknow,FALSE,None
GB000553,AGT00092,Vinaya Cheema,CUST002785,,Valid,22-03-2020,46583,TRUE,TRUE,0,Lucknow,FALSE,None
GB000554,AGT00360,Veda Karpe,CUST002406,,Valid,31-01-2020,50021,TRUE,TRUE,0,Jaipur,FALSE,None
GB000555,AGT00118,Dominic Wali,CUST001531,POL000241,Never Issued,12-01-2023,16362,TRUE,FALSE,5,Kochi,TRUE,Fake/Cloned Agent Identity
GB000556,AGT00134,Urmi Choudhary,CUST002613,,Valid,22-09-2022,13185,TRUE,TRUE,0,Kochi,FALSE,None
GB000557,AGT00222,Max Pandey,CUST001785,POL000317,Never Issued,20-09-2025,82678,FALSE,FALSE,2,Mumbai,TRUE,Premium Pocketing - No Remittance
GB000558,AGT00221,Yochana Bhatnagar,CUST000704,POL000656,Valid,07-09-2020,119984,TRUE,TRUE,0,Nagpur,FALSE,None
GB000559,AGT00216,Bahadurjit Saxena,CUST003078,,Valid,31-08-2026,44190,TRUE,TRUE,1,Chandigarh,FALSE,None
GB000560,AGT00213,Pavani Divan,CUST002945,POL000845,Valid,08-06-2024,141836,TRUE,TRUE,0,Hyderabad,FALSE,None
GB000561,AGT00119,Anya Kara,CUST000090,,Valid,22-09-2022,17888,TRUE,TRUE,0,Mumbai,FALSE,None
GB000562,AGT00163,Abdul Sani,CUST000064,,Valid,14-09-2024,15748,TRUE,TRUE,1,Mumbai,FALSE,None
GB000563,AGT00222,Max Pandey,CUST000203,POL000002,Suspended,22-09-2020,52013,TRUE,TRUE,5,Mumbai,TRUE,Expired License Sales
GB000564,AGT00251,Farhan Datta,CUST002532,POL000601,Suspended,22-01-2020,116091,TRUE,TRUE,8,Pune,FALSE,None
GB000565,AGT00099,Arunima Sampath,CUST001112,,Valid,01-12-2023,21715,TRUE,TRUE,1,Hyderabad,FALSE,None
GB000566,AGT00260,Urishilla Lall,CUST001057,,Valid,24-10-2025,3906,TRUE,TRUE,1,Indore,FALSE,None
GB000567,AGT00353,Edhitha Luthra,CUST001096,,Suspended,19-02-2024,94125,FALSE,TRUE,2,Jaipur,TRUE,Premium Pocketing - No Remittance
GB000568,AGT00290,Thomas Sawhney,CUST002356,POL000023,Valid,10-11-2021,12808,TRUE,TRUE,1,Indore,FALSE,None
GB000569,AGT00027,Tarak Patla,CUST000671,POL000939,Suspended,16-04-2025,65945,FALSE,FALSE,2,Nagpur,TRUE,Premium Pocketing - No Remittance
GB000570,AGT00179,Lakshit Vyas,CUST001580,,Valid,27-08-2020,68105,TRUE,TRUE,0,Nagpur,FALSE,None
GB000571,AGT00163,Abdul Sani,CUST002264,POL000936,Valid,20-02-2020,111212,TRUE,TRUE,0,Mumbai,FALSE,None
GB000572,AGT00129,Agastya Som,CUST001302,POL000101,Valid,20-04-2021,27419,TRUE,TRUE,0,Indore,FALSE,None
GB000573,AGT00187,Maya Dass,CUST002904,POL000155,Fake/Cloned,27-06-2025,127258,TRUE,TRUE,1,Mumbai,FALSE,None
GB000574,AGT00166,Yadavi Dubey,CUST002301,,Valid,13-06-2024,12156,TRUE,TRUE,0,Mumbai,FALSE,None
GB000575,AGT00001,Manya Lad,CUST000023,POL000457,Suspended,12-06-2022,6062,TRUE,FALSE,5,Hyderabad,TRUE,Fake/Cloned Agent Identity
GB000576,AGT00091,Upadhriti Rajan,CUST002155,,Valid,05-06-2020,35940,TRUE,TRUE,1,Pune,FALSE,None
GB000577,AGT00084,Wridesh Sridhar,CUST002978,,Valid,24-02-2026,23463,TRUE,TRUE,1,Delhi,FALSE,None
